parcel,elevation,ndvi,lai,diseased
"[[527; 592], [528; 596], [554; 590], [553; 586]]",206.95359264964787,-0.1975423651681819,0.0723835872654416,0
"[[553; 586], [554; 590], [579; 584], [578; 580]]",206.78997490875912,-0.1566521420198328,0.0753667935129953,0
"[[578; 580], [579; 584], [605; 578], [604; 574]]",206.5221170774648,-0.1538874129174461,0.0829855711177122,0
"[[604; 574], [605; 578], [630; 572], [629; 568]]",206.26756386861317,-0.1817331033594468,0.0960845238835735,0
"[[629; 568], [630; 572], [651; 568], [650; 564]]",206.1516983695652,-0.0920407730236388,0.1229994358500743,0
"[[340; 621], [341; 624], [366; 618], [365; 615]]",209.0596946022727,-0.2076328872540675,0.0613840814069574,0
"[[365; 615], [366; 618], [391; 612], [390; 609]]",208.85452769886365,-0.2273926301435991,0.0366982209670625,0
"[[390; 609], [391; 612], [417; 606], [416; 603]]",208.6434690241228,-0.1866251515076223,0.069949504760602,0
"[[416; 603], [417; 606], [442; 600], [441; 597]]",208.17679332386365,-0.2872584949840199,0.0245814681552223,1
"[[441; 597], [442; 600], [467; 594], [466; 591]]",208.00159801136363,-0.2128639914772727,0.0504811412360921,0
"[[466; 591], [467; 594], [493; 588], [492; 585]]",207.7024054276316,-0.1731557009512918,0.0672223978347211,0
"[[492; 585], [493; 588], [518; 582], [517; 579]]",207.3731711647727,-0.2024372794411399,0.0708919301345947,0
"[[517; 579], [518; 582], [543; 577], [542; 574]]",207.1764442373853,-0.1764693790011935,0.0708863358479111,0
"[[542; 574], [543; 577], [569; 571], [568; 568]]",207.0484512061404,-0.0395614180648536,0.1250469304298304,0
"[[568; 568], [569; 571], [594; 565], [593; 562]]",206.609375,-0.1699783955145319,0.0716162131930028,0
"[[593; 562], [594; 565], [619; 559], [618; 556]]",206.2908203125,-0.2108015407215465,0.0535503380173758,0
"[[619; 556], [620; 559], [645; 553], [644; 550]]",206.06301491477276,-0.2604061762491862,0.0363770739405083,0
"[[644; 550], [645; 553], [661; 551], [660; 547]]",205.9525146484375,-0.1582031846046447,0.0906209343778682,0
"[[329; 607], [330; 611], [355; 605], [354; 601]]",209.07898038321167,-0.2502072839175953,0.0228251252692343,0
"[[354; 601], [355; 605], [380; 599], [379; 595]]",209.0843122718978,-0.1997993636305314,0.0348321489992581,0
"[[379; 595], [380; 599], [406; 593], [405; 589]]",208.78272172095072,-0.2088107517787388,0.0586332876224873,0
"[[405; 589], [406; 593], [431; 587], [430; 583]]",208.3391309306569,-0.3498084075259466,0.0104043944655712,1
"[[430; 583], [431; 587], [456; 581], [455; 577]]",208.1101163321168,-0.2867802807884494,0.0364067445369167,1
"[[456; 577], [457; 581], [482; 576], [481; 572]]",207.750244140625,-0.3182885226081399,0.017324591457166,1
"[[481; 572], [482; 576], [507; 570], [506; 566]]",207.58680713959853,-0.1788465555976419,0.0742663154050463,0
"[[506; 566], [507; 570], [533; 564], [532; 560]]",207.23195422535213,-0.231086811549227,0.0496346671363954,0
"[[532; 560], [533; 564], [558; 558], [557; 554]]",206.94049384124088,-0.2069868380135863,0.0618703515605281,0
"[[557; 554], [558; 558], [583; 552], [582; 548]]",206.70360971715328,-0.207430783440085,0.0596573255746005,0
"[[583; 548], [584; 552], [609; 547], [608; 543]]",206.42905560661765,-0.2036142068750718,0.0609783059533456,0
"[[608; 543], [609; 547], [634; 541], [633; 537]]",206.19305999087592,-0.2193126956911852,0.0537574932132805,0
"[[633; 537], [634; 541], [660; 535], [659; 531]]",206.05006602112675,-0.1219540179615289,0.1018533331248697,0
"[[659; 531], [660; 535], [671; 533], [670; 529]]",205.85951450892856,-0.1700061010935949,0.081682618268777,0
"[[317; 595], [318; 599], [343; 593], [342; 589]]",209.27654539233575,-0.2231536364033274,0.0461035988707995,0
"[[342; 589], [343; 593], [368; 587], [367; 583]]",209.11812842153284,-0.2388263061968949,0.0332988104338514,0
"[[367; 583], [368; 587], [394; 581], [393; 577]]",208.852167693662,-0.2866132494429467,0.0202159487443096,1
"[[393; 577], [394; 581], [419; 575], [418; 571]]",208.8243042883212,-0.0680612816530115,0.1104753992305784,0
"[[418; 571], [419; 575], [444; 569], [443; 565]]",208.34203923357663,-0.2471167849798272,0.0451106739565375,0
"[[443; 565], [444; 569], [470; 564], [469; 560]]",207.92650155141845,-0.4376409273621038,0.0002626502207476,2
"[[469; 560], [470; 564], [495; 558], [494; 554]]",207.6301037864964,-0.3121274405152258,0.0245591737097329,1
"[[494; 554], [495; 558], [520; 552], [519; 548]]",207.50922388229927,-0.1359785584842457,0.0910904432398972,0
"[[519; 548], [520; 552], [546; 546], [545; 542]]",207.12897502200704,-0.1984408069664323,0.0604346648704902,0
"[[545; 542], [546; 546], [571; 540], [570; 536]]",206.81536553375912,-0.2379755693323472,0.0421686219010135,0
"[[570; 536], [571; 540], [597; 535], [596; 531]]",206.5620982934397,-0.2189029666548925,0.0605943996681402,0
"[[596; 531], [597; 535], [622; 529], [621; 525]]",206.29122947080293,-0.2196399324080523,0.0485732882467458,0
"[[621; 525], [622; 529], [647; 523], [646; 519]]",206.008739165146,-0.3070541159079892,0.0247444889514347,1
"[[646; 519], [647; 523], [680; 516], [679; 512]]",205.8514527738764,-0.1582490299524886,0.0775700707608911,0
"[[305; 583], [306; 587], [331; 581], [330; 577]]",209.4189239279197,-0.2979643765617819,0.0199507843831292,1
"[[330; 577], [331; 581], [356; 575], [355; 571]]",209.23996350364965,-0.2904398882830584,0.025132311224643,1
"[[355; 571], [356; 575], [382; 569], [381; 565]]",208.9853790713028,-0.3010811501360954,0.0212296781678887,1
"[[381; 565], [382; 569], [407; 563], [406; 559]]",208.75142563868613,-0.1992634949860749,0.035633041384355,0
"[[406; 559], [407; 563], [432; 557], [431; 553]]",208.46376026459853,-0.3796126094177691,0.0062276215537225,2
"[[432; 553], [433; 557], [458; 552], [457; 548]]",208.14171645220588,-0.4183832617367015,0.0031001010511227,2
"[[457; 548], [458; 552], [483; 546], [482; 542]]",207.7639997718978,-0.3491562675027286,0.0116361264786709,1
"[[482; 542], [483; 546], [509; 540], [508; 536]]",207.44847601232397,-0.2784747116857295,0.0254847718489455,0
"[[508; 536], [509; 540], [534; 534], [533; 530]]",207.27748631386865,-0.2386346143834731,0.0440495437060123,0
"[[533; 530], [534; 534], [559; 528], [558; 524]]",206.86822821624088,-0.2545691998335567,0.0371092445232931,0
"[[559; 524], [560; 528], [585; 522], [584; 518]]",206.57883781934308,-0.2700528611231894,0.0301481908511754,0
"[[584; 518], [585; 522], [610; 517], [609; 513]]",206.3665268841912,-0.2490046486925723,0.0348089574209819,0
"[[609; 513], [610; 517], [636; 511], [635; 507]]",206.16719850352112,-0.2591744559151785,0.0364780427125394,0
"[[635; 507], [636; 511], [661; 505], [660; 501]]",205.9581717609489,-0.2593522352330825,0.0530057696264791,0
"[[660; 501], [661; 505], [690; 498], [689; 495]]",205.7913044674296,-0.2021604054410692,0.0625136374554677,0
"[[295; 570], [296; 574], [321; 568], [320; 564]]",209.7657105383212,-0.2213695156040476,0.049590006519585,0
"[[320; 564], [321; 568], [346; 562], [345; 558]]",209.34561758667883,-0.3388995002297794,0.0092604749769083,1
"[[345; 558], [346; 562], [372; 556], [371; 552]]",209.17585002200704,-0.2821177073887416,0.0198356156154657,1
"[[371; 552], [372; 556], [397; 550], [396; 546]]",208.93943886861317,-0.217056076614945,0.0525667479618424,0
"[[396; 546], [397; 550], [422; 544], [421; 540]]",208.6871578467153,-0.2772354799158433,0.0368147343033014,0
"[[421; 540], [422; 544], [448; 538], [447; 534]]",208.42308538732397,-0.1703062395677499,0.0683654061358193,0
"[[447; 534], [448; 538], [473; 533], [472; 529]]",208.0752671185662,-0.2221740554360782,0.0510838654100025,0
"[[472; 529], [473; 533], [498; 527], [497; 523]]",207.8860914689781,-0.1308937768866546,0.0902557729110925,0
"[[497; 523], [498; 527], [524; 521], [523; 517]]",207.5699136223592,-0.1547972988074934,0.0808778720480551,0
"[[523; 517], [524; 521], [549; 515], [548; 511]]",207.10124885948903,-0.2859745025634765,0.0317940564027304,1
"[[548; 511], [549; 515], [575; 509], [574; 505]]",206.78680677816905,-0.2141434374473077,0.0515375938726892,0
"[[574; 505], [575; 509], [600; 503], [599; 499]]",206.46638343978103,-0.275649718124501,0.0362114035320956,0
"[[599; 499], [600; 503], [625; 497], [624; 493]]",206.30900718521897,-0.2461125171967666,0.0447292977766536,0
"[[624; 493], [625; 497], [651; 492], [650; 488]]",206.07563164893617,-0.2519664764404297,0.0405753797067382,0
"[[650; 488], [651; 492], [676; 486], [675; 482]]",205.93593179744525,-0.1842380664966724,0.0809369586313001,0
"[[675; 482], [676; 486], [701; 480], [700; 476]]",205.6410954607664,-0.1760337773491354,0.0903331052408081,0
"[[700; 476], [701; 480], [727; 474], [726; 470]]",205.27391890404928,-0.2315800357872331,0.0656004448301813,0
"[[726; 470], [727; 474], [752; 468], [751; 464]]",204.95857093978103,-0.2221971776363623,0.0532404655027268,0
"[[751; 464], [752; 468], [777; 462], [776; 458]]",204.36168453467155,-0.3636186387803819,0.0117697985645284,2
"[[776; 458], [777; 462], [803; 456], [802; 452]]",203.820917693662,-0.4481221319923938,0.0008960097047828,2
"[[802; 452], [803; 456], [828; 451], [827; 447]]",203.3544921875,-0.4361058964448817,0.0005655005242502,2
"[[827; 447], [828; 451], [854; 445], [853; 441]]",203.2148162411972,-0.1808975706709192,0.0510951128231769,0
"[[853; 441], [854; 445], [879; 439], [878; 435]]",202.93109888229927,-0.2110190251294304,0.0493283830272875,0
"[[878; 435], [879; 439], [904; 433], [903; 429]]",202.75721373175185,-0.1874600570567333,0.0695861405820433,0
"[[903; 429], [904; 433], [937; 426], [936; 422]]",202.41193381320224,-0.287122090657552,0.0318545584680129,1
"[[285; 557], [286; 561], [311; 555], [310; 551]]",209.8410412864964,-0.2512798309326172,0.037268380690927,0
"[[310; 551], [311; 555], [336; 549], [335; 545]]",209.74736256843065,-0.1336694007372334,0.0800373613494413,0
"[[335; 545], [336; 549], [362; 543], [361; 539]]",209.42524482834503,-0.2123721237723709,0.0450616524899143,0
"[[361; 539], [362; 543], [387; 537], [386; 533]]",209.1470403740876,-0.2292231121202455,0.0472171373085412,0
"[[386; 533], [387; 537], [412; 531], [411; 527]]",208.94055086678836,-0.1430346356691235,0.0709487005573073,0
"[[411; 527], [412; 531], [438; 526], [437; 522]]",208.91450576241132,0.0272811583110264,0.1553793091213617,0
"[[437; 522], [438; 526], [463; 520], [462; 516]]",208.58923072536496,0.0900115409906763,0.1899387230701039,0
"[[462; 516], [463; 520], [488; 514], [487; 510]]",208.04470802919707,-0.0994454056677157,0.1131044609427316,0
"[[488; 510], [489; 514], [514; 508], [513; 504]]",207.8092638001825,-0.028343985550595,0.1396240770660991,0
"[[513; 504], [514; 508], [539; 502], [538; 498]]",207.46860743613135,-0.1142056689542882,0.0949410301846006,0
"[[538; 498], [539; 502], [565; 497], [564; 493]]",207.0605330230497,-0.1731746213655945,0.0710651591418714,0
"[[564; 493], [565; 497], [590; 491], [589; 487]]",206.82416172445252,-0.1387077108786924,0.0863933444191203,0
"[[589; 487], [590; 491], [615; 485], [614; 481]]",206.40255759580293,-0.2390872649032704,0.053961675573072,0
"[[614; 481], [615; 485], [641; 479], [640; 475]]",206.28316186179575,-0.1412385710587738,0.0883630023383932,0
"[[640; 475], [641; 479], [666; 473], [665; 469]]",206.09159728558396,-0.0989839456377238,0.1140794127052496,0
"[[665; 469], [666; 473], [691; 468], [690; 464]]",205.89675723805144,-0.0735634415237991,0.1216807742838546,0
"[[691; 464], [692; 468], [717; 462], [716; 458]]",205.6971088047445,-0.0246980103263019,0.1459161858864262,0
"[[716; 458], [717; 462], [742; 456], [741; 452]]",205.1108861770073,-0.2636421927570426,0.0529252738571953,0
"[[741; 452], [742; 456], [768; 450], [767; 446]]",204.68968694982397,-0.2053127288818359,0.050135156134195,0
"[[767; 446], [768; 450], [793; 444], [792; 440]]",204.03163492244525,-0.3221355911589016,0.0134591531397294,1
"[[792; 440], [793; 444], [818; 439], [817; 435]]",203.55508961397055,-0.3280126347261317,0.0119566228115758,1
"[[817; 435], [818; 439], [844; 433], [843; 429]]",203.16099526848592,-0.3706738086456948,0.0120659547255891,2
"[[843; 429], [844; 433], [869; 427], [868; 423]]",202.9114393248175,-0.3053030863295506,0.0394236473005026,1
"[[868; 423], [869; 427], [894; 421], [893; 417]]",202.89826642335763,-0.1518830131081973,0.0754860869834706,0
"[[894; 417], [895; 421], [920; 415], [919; 411]]",202.6469405793796,-0.0932704007184064,0.1035389416811169,0
"[[919; 411], [920; 415], [937; 412], [936; 408]]",202.38873420877655,-0.2030795346135678,0.0656320323150001,0
"[[272; 545], [273; 549], [298; 543], [297; 539]]",209.9947679060219,-0.3620085155262666,0.0059603090844075,2
"[[297; 539], [298; 543], [323; 537], [322; 533]]",209.82567290145985,-0.2362350686623232,0.054919022494627,0
"[[322; 533], [323; 537], [349; 531], [348; 527]]",209.52772887323945,-0.2050420331283354,0.0613850502688038,0
"[[348; 527], [349; 531], [374; 525], [373; 521]]",209.25136861313868,-0.2437448643926364,0.0334921952168058,0
"[[373; 521], [374; 525], [399; 519], [398; 515]]",209.01896099452557,-0.2622039405098796,0.035439874434884,0
"[[398; 515], [399; 519], [425; 513], [424; 509]]",208.88938710387325,-0.1283632063529861,0.098369177588207,0
"[[424; 509], [425; 513], [450; 508], [449; 504]]",208.7282284007353,-0.0376899452770457,0.127617743113231,0
"[[449; 504], [450; 508], [475; 502], [474; 498]]",208.241260834854,-0.105268659382841,0.099837015115622,0
"[[474; 498], [475; 502], [501; 496], [500; 492]]",207.85469850352112,-0.1943921028299534,0.0606896844251372,0
"[[500; 492], [501; 496], [526; 490], [525; 486]]",207.54814381843065,-0.1904236730867929,0.0728377375790498,0
"[[525; 486], [526; 490], [551; 484], [550; 480]]",207.2423728330292,-0.1675828905666575,0.0699482373366189,0
"[[550; 480], [551; 484], [577; 478], [576; 474]]",206.8075621698944,-0.2614501630756217,0.0350771228602002,0
"[[576; 474], [577; 478], [602; 473], [601; 469]]",206.52921070772055,-0.2730208845699535,0.0465723962258882,0
"[[601; 469], [602; 473], [627; 467], [626; 463]]",206.27084283759123,-0.3209254132570141,0.0259140116043921,1
"[[626; 463], [627; 467], [653; 461], [652; 457]]",206.0665850572183,-0.29632087492607,0.0426825793505421,1
"[[652; 457], [653; 461], [678; 455], [677; 451]]",205.89160869069343,-0.178552530107707,0.0735014783749676,0
"[[677; 451], [678; 455], [703; 449], [702; 445]]",205.5911695939781,-0.1935183440937715,0.0760141402581562,0
"[[702; 445], [703; 449], [729; 443], [728; 439]]",205.14852002640845,-0.3250125885009766,0.0217180429906384,1
"[[728; 439], [729; 443], [754; 438], [753; 434]]",204.92569508272055,-0.2324979852747034,0.0451271733076174,0
"[[753; 434], [754; 438], [780; 432], [779; 428]]",204.2989381602113,-0.383292319069446,0.0062962537446858,2
"[[779; 428], [780; 432], [805; 426], [804; 422]]",203.76029311131387,-0.3296381818117016,0.0054809315012338,1
"[[804; 422], [805; 426], [830; 420], [829; 416]]",203.28008097627736,-0.3144680496549954,0.0065977739226731,1
"[[829; 416], [830; 420], [856; 414], [855; 410]]",203.0907928036972,-0.2736686003123614,0.024245126820161,0
"[[855; 410], [856; 414], [881; 408], [880; 404]]",202.78507071167883,-0.3556418871357493,0.0118658629956492,2
"[[880; 404], [881; 408], [906; 402], [905; 398]]",202.501853330292,-0.3642793084583143,0.0073759786193658,2
"[[905; 398], [906; 402], [937; 396], [936; 392]]",202.24001216317365,-0.3405723571777344,0.0105249152995109,1
"[[259; 533], [260; 537], [285; 531], [284; 527]]",210.46453010948903,-0.1860464039970846,0.0654715464508408,0
"[[284; 527], [285; 531], [310; 525], [309; 521]]",210.11313868613135,-0.1530370011049158,0.079384811201174,0
"[[309; 521], [310; 525], [336; 519], [335; 515]]",209.90677266725356,-0.0724475874122998,0.1172330730625634,0
"[[335; 515], [336; 519], [361; 513], [360; 509]]",209.47289860857663,-0.208261698701956,0.0545308777637943,0
"[[360; 509], [361; 513], [386; 507], [385; 503]]",209.31711906934308,-0.1609670123914732,0.0658358565947552,0
"[[385; 503], [386; 507], [412; 501], [411; 497]]",208.8811894806338,-0.2449625287737165,0.0380532924756378,0
"[[411; 497], [412; 501], [437; 496], [436; 492]]",208.8276798023897,-0.0676573497145923,0.1139424294480083,0
"[[436; 492], [437; 496], [462; 490], [461; 486]]",208.3869040830292,-0.1258434100742757,0.0917700297387955,0
"[[461; 486], [462; 490], [488; 484], [487; 480]]",208.0363116197183,-0.1497584866805815,0.0730594336675274,0
"[[487; 480], [488; 484], [513; 478], [512; 474]]",207.7210310218978,-0.1958691116667142,0.0688688408887356,0
"[[512; 474], [513; 478], [538; 472], [537; 468]]",207.4778455748175,-0.118089968270629,0.1010410170018512,0
"[[537; 468], [538; 472], [564; 466], [563; 462]]",206.9420664612676,-0.2787367055113886,0.0287349187768312,0
"[[563; 462], [564; 466], [589; 460], [588; 456]]",206.70373802463504,-0.2186240175344648,0.0519516589989052,0
"[[588; 456], [589; 460], [614; 455], [613; 451]]",206.42705939797796,-0.2496429725929543,0.0424225102282412,0
"[[614; 451], [615; 455], [640; 449], [639; 445]]",206.15542312956205,-0.2568131050054174,0.046994451577948,0
"[[639; 445], [640; 449], [665; 443], [664; 439]]",206.1201955976277,-0.1158187824444179,0.1033723302054755,0
"[[664; 439], [665; 443], [691; 437], [690; 433]]",205.75594190140845,-0.1991256391498404,0.0769240925272069,0
"[[690; 433], [691; 437], [716; 431], [715; 427]]",205.44656706204375,-0.1760338414324461,0.0790996475744906,0
"[[715; 427], [716; 431], [741; 425], [740; 421]]",205.19474224452557,-0.200780335594626,0.0489026253323021,0
"[[740; 421], [741; 425], [767; 420], [766; 416]]",204.58513408687944,-0.358072835502895,0.0021518973143595,2
"[[766; 416], [767; 420], [792; 414], [791; 410]]",204.03033759124088,-0.3855334093970974,0.0043012010822268,2
"[[791; 410], [792; 414], [817; 408], [816; 404]]",203.528270415146,-0.3384508007634295,0.0046898754616282,1
"[[816; 404], [817; 408], [843; 402], [842; 398]]",203.11501430457747,-0.3347555931578291,0.011888840317818,1
"[[842; 398], [843; 402], [868; 396], [867; 392]]",202.84434876824815,-0.3594334177727247,0.0110909240278501,2
"[[867; 392], [868; 396], [893; 390], [892; 386]]",202.5735914689781,-0.3695747208421248,0.0092295802816042,2
"[[892; 386], [893; 390], [919; 384], [918; 380]]",202.37849361795776,-0.3396247701441988,0.0053485165045893,1
"[[918; 380], [919; 384], [932; 382], [931; 378]]",202.22747217465752,-0.4036926635324138,0.0,2
"[[250; 520], [251; 523], [276; 517], [275; 514]]",210.8851207386364,-0.1312685879794034,0.0904956030526197,0
"[[275; 514], [276; 517], [301; 511], [300; 508]]",210.4221768465909,-0.131213485647779,0.0852492302665943,0
"[[300; 508], [301; 511], [327; 505], [326; 502]]",210.02062774122808,-0.1353251808568051,0.0701619255523116,0
"[[326; 502], [327; 505], [352; 499], [351; 496]]",209.63911576704547,-0.2432417782870206,0.0438526841048815,0
"[[351; 496], [352; 499], [377; 493], [376; 490]]",209.431640625,-0.1313142689791592,0.0755093104882552,0
"[[376; 490], [377; 493], [403; 487], [402; 484]]",209.1604646381579,-0.1388460513764778,0.0634278717666781,0
"[[402; 484], [403; 487], [428; 482], [427; 479]]",208.71590094610093,-0.1508510484607941,0.0616630145288786,0
"[[427; 479], [428; 482], [453; 476], [452; 473]]",208.49572088068183,-0.1790377876975319,0.0580054728292571,0
"[[452; 473], [453; 476], [479; 470], [478; 467]]",208.0158305921053,-0.245473405956167,0.0334979164670559,0
"[[478; 467], [479; 470], [504; 464], [503; 461]]",207.77723721590908,-0.1873409618030894,0.051106579601279,0
"[[503; 461], [504; 464], [530; 458], [529; 455]]",207.44781387061403,-0.255507832079862,0.0343517886003104,0
"[[529; 455], [530; 458], [555; 452], [554; 449]]",207.1327237215909,-0.282315410267223,0.0306618404125324,1
"[[554; 449], [555; 452], [580; 446], [579; 443]]",206.80063920454543,-0.2279375058795334,0.0420146206771224,0
"[[579; 443], [580; 446], [606; 441], [605; 438]]",206.44576189159287,-0.2758964943674813,0.0366588533471755,0
"[[605; 438], [606; 441], [631; 435], [630; 432]]",206.32389914772727,-0.2384229139848188,0.0420402690987658,0
"[[630; 432], [631; 435], [656; 429], [655; 426]]",206.1185546875,-0.1223918741399591,0.0848879521149836,0
"[[655; 426], [656; 429], [682; 423], [681; 420]]",205.85754180372808,-0.1633876833999366,0.0865649685935301,0
"[[681; 420], [682; 423], [707; 417], [706; 414]]",205.52404119318183,-0.1840748873623934,0.0663066998810472,0
"[[706; 414], [707; 417], [732; 411], [731; 408]]",205.273828125,-0.2411769173362038,0.0404116021368382,0
"[[731; 408], [732; 411], [758; 406], [757; 403]]",204.7627385232301,-0.3126730578286307,0.0068055346884864,1
